,Date,Title,Url
0,2018-01-01 17:02,휴장일에 슬쩍...'올빼미 공시' 주의보,https://finance.naver.com/news/news_read.nhn?article_id=0003186728&office_id=011&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 17:00,"""올 코스피 상단은 2,800~3,100""",https://finance.naver.com/news/news_read.nhn?article_id=0003186720&office_id=011&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 16:58,"한숨 돌린 동부대우전자, 중동에 팔리나",https://finance.naver.com/news/news_read.nhn?article_id=0003186715&office_id=011&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 16:43,[금융투자업계 지도가 바뀐다] 생존 넘어 성장으로… 운용·자문사 대주주교체 카드 꺼내든다,https://finance.naver.com/news/news_read.nhn?article_id=0003934574&office_id=014&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 16:43,[금융투자업계 지도가 바뀐다] 모험자본 확충 원년으로 초대형 IB 질주는 계속된다,https://finance.naver.com/news/news_read.nhn?article_id=0003934573&office_id=014&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 15:47,"미래에셋대우, 2017년 IPO 주관 ‘톱’…한투 2위",https://finance.naver.com/news/news_read.nhn?article_id=0001335158&office_id=016&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 15:22,한국기업-글로벌 자본시장 '가교 역할'… 외국계 금융회사 한국 진출 50년,https://finance.naver.com/news/news_read.nhn?article_id=0003872765&office_id=015&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 14:35,3개월來 최고치…요즘 금값 다시 오르는 이유는,https://finance.naver.com/news/news_read.nhn?article_id=0004002933&office_id=018&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 14:17,증시 1월 효과 있을까…·코스피 2450∼2500선 등락 전망,https://finance.naver.com/news/news_read.nhn?article_id=0001335149&office_id=016&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 13:17,새해 첫주 증시 1월 효과·실적 기대에 호조세 전망,https://finance.naver.com/news/news_read.nhn?article_id=0009784486&office_id=001&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 9:48,"새해 첫날 2일 주식시장, 평소보다 1시간 늦은 오전 10시 개장",https://finance.naver.com/news/news_read.nhn?article_id=0004002761&office_id=018&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 9:24,[주간증시전망]커지는 1월효과 기대…삼성전자 실적 주목,https://finance.naver.com/news/news_read.nhn?article_id=0004002750&office_id=018&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 8:10,새해 실적시즌 온다…다시 주목받는 경기민감주,https://finance.naver.com/news/news_read.nhn?article_id=0001335070&office_id=016&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 8:00,"지난해 기록 세운 증시, 올해도 '1월 효과' 있을까",https://finance.naver.com/news/news_read.nhn?article_id=0008370092&office_id=003&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 7:45,외국인 작년 '바이 코스닥' 역대 최대…3조원 순매수,https://finance.naver.com/news/news_read.nhn?article_id=0009783626&office_id=001&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 7:31,오늘부터 가상화폐 신규거래 불가…20일께 재개될 듯,https://finance.naver.com/news/news_read.nhn?article_id=0009783610&office_id=001&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 7:01,증시 활황? 작년 '개미' 매수 상위 10개 종목 중 6개 하락,https://finance.naver.com/news/news_read.nhn?article_id=0009783587&office_id=001&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 7:00,[주간증시전망]새해 첫 주...삼성전자 실적·1월 효과 '주목' ,https://finance.naver.com/news/news_read.nhn?article_id=0008370059&office_id=003&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 6:45,개인투자자 9년 연속 코스피서 '팔자'…코스닥도 시큰둥,https://finance.naver.com/news/news_read.nhn?article_id=0009783566&office_id=001&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-01 6:35,계약해지·투자지연 슬쩍…연말 '올빼미 공시' 기승,https://finance.naver.com/news/news_read.nhn?article_id=0009783562&office_id=001&mode=mainnews&type=&date=2018-01-01&page=1
0,2018-01-02 17:58,코스닥 800 넘었다…연기금의 힘,https://finance.naver.com/news/news_read.nhn?article_id=0004076627&office_id=009&mode=mainnews&type=&date=2018-01-02&page=1
0,2018-01-02 17:52,"[채권마감]올해 첫 거래, 가팔라진 수익률곡선",https://finance.naver.com/news/news_read.nhn?article_id=0004003814&office_id=018&mode=mainnews&type=&date=2018-01-02&page=1
0,2018-01-02 17:41,亞증시 새해 첫날 동반 상승…항셍·코스닥 10년來 최고,https://finance.naver.com/news/news_read.nhn?article_id=0009787357&office_id=001&mode=mainnews&type=&date=2018-01-02&page=1
0,2018-01-02 17:38,"코스닥, 10년2개월 만에 '800 고지' 재등정",https://finance.naver.com/news/news_read.nhn?article_id=0003873362&office_id=015&mode=mainnews&type=&date=2018-01-02&page=1
0,2018-01-02 17:30,올 증권가 화두는 '차별화·해외 공략',https://finance.naver.com/news/news_read.nhn?article_id=0003873353&office_id=015&mode=mainnews&type=&date=2018-01-02&page=1
0,2018-01-02 17:27,"정부, 로보어드바이저 규제 확 푼다",https://finance.naver.com/news/news_read.nhn?article_id=0003873348&office_id=015&mode=mainnews&type=&date=2018-01-02&page=1
0,2018-01-02 17:23,"2018년 새해 첫 거래일, 증시 주인공은 '바이오'",https://finance.naver.com/news/news_read.nhn?article_id=0003987429&office_id=008&mode=mainnews&type=&date=2018-01-02&page=1
0,2018-01-02 17:22,새해 첫 거래일부터 가파른 환율 추락…수출에 빨간불 켜지나,https://finance.naver.com/news/news_read.nhn?article_id=0009787314&office_id=001&mode=mainnews&type=&date=2018-01-02&page=1
